Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
14067,2014,10/28/2014,Hartford,21 BLISS ST,48966.0,33000.0,1.483818182,Single Family,Single Family
10019,2001,10/16/2001,Plainfield,8 N CHESTNUT ST,79700.0,125000.0,0.6376,,
180135,2018,08/23/2019,North Branford,229 BRANFORD RD UNIT 544,108000.0,168000.0,0.6428,Condo,Condo
100104,2010,02/23/2011,Avon,632 WEST AVON ROAD,218340.0,315700.0,0.691605955,Single Family,Single Family
150503,2015,05/31/2016,Bristol,90 GREGORY RD,107030.0,165000.0,0.648666667,Single Family,Single Family
160575,2016,09/18/2017,Branford,5 SYCAMORE WAY,386800.0,515000.0,0.751067961,,
60222,2006,12/22/2006,Greenwich,107 BIRCH LN,2202830.0,5000000.0,0.440566,Single Family,Single Family
30098,2003,10/30/2003,Middletown,161 CYNTHIA LN D6,81730.0,152900.0,0.534532374,,
121427,2012,09/18/2013,Bridgeport,209 SAUNDERS AVENUE,141470.0,70000.0,2.021,Single Family,Single Family
30288,2003,12/04/2003,Bristol,MULTI ADDRESSES,108600.0,33000.0,3.290909091,,
60465,2006,05/08/2007,Norwich,68 THERMOS AVE UT 408E,78000.0,160000.0,0.4875,Condo,Condo
18133,2018,03/04/2019,Stafford,64 PROSPECT ST,132160.0,170000.0,0.7774,Single Family,Single Family
10305,2001,07/23/2002,Wilton,97 HICKORY HILL RD,392700.0,925000.0,0.424540541,,
10623,2001,08/05/2002,Farmington,W NEATH ST,21280.0,115000.0,0.185043478,,
100455,2010,07/26/2011,Meriden,182 HIGH HILL RD,194800.0,192500.0,1.011948052,Single Family,Single Family
18134,2018,01/09/2019,Newtown,55 SUGAR STREET LT 34,17650.0,21000.0,0.8404,Single Family,Single Family
30102,2003,03/31/2004,Portland,7 ANN ST,103950.0,160000.0,0.6496875,,
80408,2008,05/19/2009,Hartford,45-51 EVERGREEN AV UNIT 11,12800.0,3333.0,3.840384038,Condo,Condo
150802,2015,07/22/2016,Madison,PORTION OF 316 RACE HILL ROAD,215900.0,25000.0,8.636,,
12435,2012,05/23/2013,Hartford,67-69 GREENFIELD ST,47071.0,114931.0,0.409558779,Three Family,Three Family
30291,2003,12/08/2003,Bristol,BREWSTER LTS 54 & 22D,27650.0,65000.0,0.425384615,,
900244,2009,06/24/2010,Newtown,38 HOSEYE COACH ROAD,601180.0,655000.0,0.917832061,Single Family,Single Family
210006,2021,10/12/2021,Somers,527 MAIN STREET,171700.0,355000.0,0.4836,Residential,Single Family
20898,2002,04/07/2003,Norwalk,1 DEVON AVE,110456.0,10000.0,11.0456,,
70118,2007,06/02/2008,Orange,603 DERBY MILFORD RD,249000.0,345000.0,0.72173913,Single Family,Single Family
20319,2002,04/09/2003,Newington,30 BUTTERNUT LN,126490.0,240000.0,0.527041667,,
200211,2020,08/11/2021,Westbrook,9 RIP TIDE,136290.0,325000.0,0.4193,Residential,Single Family
13325,2013,07/07/2014,Ridgefield,48 MALLORY HILL RD,261740.0,400000.0,0.65435,Single Family,Single Family
150460,2015,06/27/2016,Enfield,6 SOUTHWOOD RD,117170.0,172000.0,0.68122093,Single Family,Single Family
130126,2013,07/09/2014,Putnam,297 SABIN STREET UNIT 4,133100.0,172000.0,0.773837209,Condo,Condo
80620,2008,08/20/2009,Manchester,209C OAKLAND STREET,105600.0,136900.0,0.771365961,Condo,Condo
60120,2006,03/19/2007,Bethel,20 HIGH VW TER,136190.0,315000.0,0.432349206,Single Family,Single Family
16617,2016,09/27/2017,Newington,49 CORTLAND WAY,140100.0,196000.0,0.714795918,Condo,Condo
10212,2001,03/28/2002,Trumbull,115 PINEWOOD TRL,213610.0,560000.0,0.381446429,,
30783,2003,04/20/2004,Bristol,97 JUDD ST,94130.0,150000.0,0.627533333,,
2002684,2020,03/08/2021,Stamford,17 BELLTOWN ROAD UNIT 2,469680.0,649000.0,0.723697997,Residential,Condo
40095,2004,12/27/2004,Griswold,28 ALICE RD,107730.0,177500.0,0.606929577,,
10062,2001,09/17/2002,Hampton,HAMMOND HL RD,58910.0,215000.0,0.274,,
30207,2003,02/06/2004,Trumbull,11 COLONIAL DR,205540.0,579000.0,0.354991364,,
10159,2001,07/16/2002,Litchfield,192 GOODHOUSE RD,97640.0,232000.0,0.420862069,,
80172,2008,06/05/2009,Killingly,36 JOHN ST,101360.0,115000.0,0.881391304,Single Family,Single Family
17046,2017,11/16/2017,North Haven,1400 HARTFORD TPKE #02,97020.0,172000.0,0.564069767,Condo,Condo
15450,2015,09/15/2016,Ridgefield,36 O'NEILL CT,576180.0,850000.0,0.677858824,Single Family,Single Family
20119,2002,01/07/2003,Clinton,280 E MAIN ST E1,55400.0,105000.0,0.527619048,,
41214,2004,08/23/2005,Milford,280 QUARRY RD &,2680580.0,6500000.0,0.412396923,,
33788,2003,07/01/2004,New Haven,7 CHAMBERLAIN ST,17780.0,109000.0,0.163119266,,
51549,2005,07/19/2006,Norwalk,106 BOUTON ST,170030.0,340000.0,0.500088235,,
40077,2004,12/09/2004,Darien,17 BAILEY AVE,325150.0,41500.0,7.834939759,,
10862,2001,01/29/2002,Bridgeport,2625 PARK AVE 1S,26600.0,65000.0,0.409230769,,
70121,2007,02/21/2008,Plainville,19 HART PL,112490.0,168900.0,0.666015394,Single Family,Single Family
30460,2003,06/04/2004,Southbury,NELSON RD,85320.0,275000.0,0.310254545,,
30041,2003,05/03/2004,Warren,MULTI ADDRESSES,11020.0,138000.0,0.079855072,,
17335,2017,09/13/2018,Darien,2 DUBOIS STREET,719180.0,825000.0,0.8717,,
11034,2011,11/23/2011,Stonington,8 EDWARDS ST,166900.0,112500.0,1.483555556,Single Family,Single Family
800412,2008,06/17/2009,East Hartford,15 LATIMER STREET,91230.0,70000.0,1.303285714,Single Family,Single Family
140157,2014,12/12/2014,Southington,1041 MARION AV,292450.0,360750.0,0.810672211,Single Family,Single Family
80406,2008,05/19/2009,Hartford,29-31 ROWE AV,53370.0,140000.0,0.381214286,Three Family,Three Family
12062,2012,04/22/2013,Burlington,74 BARNES HILL RD,232680.0,300000.0,0.7756,Single Family,Single Family
40364,2004,10/20/2004,Waterbury,40 ELIZABETH ST,61110.0,110000.0,0.555545455,,
180740,2018,08/19/2019,Shelton,144 WALNUT TREE HILL RD,165480.0,307000.0,0.539,Single Family,Single Family
17203,2017,09/17/2018,Derby,277 MARSHALL LN,132090.0,219900.0,0.6006,Single Family,Single Family
210181,2021,06/27/2022,Putnam,128 BIBEAULT ST,108000.0,250000.0,0.432,Residential,Single Family
70756,2007,09/19/2008,Manchester,133 BIRCH ST,124100.0,95000.0,1.306315789,Single Family,Single Family
15347,2015,07/01/2016,Farmington,2 CROCUS LA,86310.0,117500.0,0.734553191,Condo,Condo
41950,2004,08/31/2005,Danbury,47 LOCUST AVE,195400.0,28179.0,6.934241811,,
80201,2008,03/12/2009,Fairfield,383 SIGWIN DRIVE,326130.0,446500.0,0.730414334,Single Family,Single Family
140823,2014,09/22/2015,New Britain,2461 CORBIN AVE,71400.0,88500.0,0.806779661,Single Family,Single Family
150767,2015,07/29/2016,Manchester,61 EMILY LANE,263400.0,350000.0,0.752571429,Single Family,Single Family
900143,2009,10/28/2009,Newington,20 GREAT OAK LANE,201750.0,285000.0,0.707894737,Single Family,Single Family
180408,2018,05/15/2019,Glastonbury,6 MEADOWRUE DR,91400.0,144000.0,0.6347,Condo,Condo
40166,2004,11/23/2004,Norfolk,364 DOOLITTLE DR,256290.0,745000.0,0.344013423,,
50481,2005,08/14/2006,Simsbury,43 FARMSTEAD LN,183320.0,325000.0,0.564061538,,
41955,2004,08/03/2005,Norwalk,11 SHADYBROOK LN PR,276360.0,280000.0,0.987,,
11149,2011,12/23/2011,Fairfield,194 INGLESIDE ROAD,593230.0,895000.0,0.662826816,Single Family,Single Family
140131,2014,07/15/2015,North Branford,224 FOXON RD #10C,9000.0,3500.0,2.571428571,Single Family,Single Family
90022,2009,01/28/2010,Bethany,305 AMITY RD.,320580.0,500000.0,0.64116,Single Family,Single Family
1700508,2017,08/06/2018,East Haven,463 THOMPSON AVE,180320.0,287000.0,0.6282,Single Family,Single Family
30077,2003,12/03/2003,Wolcott,20 LONGMEADOW DR,78470.0,140000.0,0.5605,,
30024,2003,10/06/2003,Waterbury,57 GRACE AVE,68530.0,100200.0,0.683932136,,
170031,2017,11/02/2017,Windsor Locks,54 DICKERMAN AVENUE,149600.0,215000.0,0.6958,Two Family,Two Family
50391,2005,08/01/2006,Plainville,57 LINDEN ST,69620.0,169000.0,0.411952663,,
151576,2015,05/17/2016,Shelton,GARDENS AT SUMMERFIELD UNIT 30,196000.0,52500.0,3.733333333,Condo,Condo
13408,2013,06/02/2014,East Hartford,45 PHILLIPS FARM RD.,157140.0,175000.0,0.897942857,Condo,Condo
121025,2012,08/26/2013,Greenwich,40 ETTL LANE # 19,593880.0,780000.0,0.761384615,Condo,Condo
10663,2010,09/08/2011,New Haven,65 D WEYBOSSET STREET,40740.0,42000.0,0.97,Condo,Condo
21096,2021,02/10/2022,Old Saybrook,110 GREAT HAMMOCK RD,160800.0,368800.0,0.436,Residential,Single Family
200296,2020,09/09/2021,Rocky Hill,70 CATHERINE DRIVE,332360.0,618000.0,0.5377,Residential,Single Family
142125,2014,09/23/2015,Brookfield,7 LOCUST LANE,129150.0,158000.0,0.817405063,Condo,Condo
160147,2016,05/01/2017,Coventry,70 SKYVIEW DR,194700.0,337000.0,0.577744807,Single Family,Single Family
111254,2011,08/09/2012,Bridgeport,57-59 & 69 TAFT ST,188590.0,170000.0,1.109352941,Three Family,Three Family
210321,2021,12/06/2021,Danbury,27 CROWS NEST LA 1G,103200.0,210000.0,0.4914,Residential,Condo
70210,2007,08/21/2008,Wolcott,2 BEECHER RD,336400.0,350000.0,0.961142857,Single Family,Single Family
21342,2002,04/30/2003,Stamford,58 FRANK ST,148190.0,440000.0,0.336795455,,
180189,2018,06/28/2019,Ellington,1 ABBOTT RD #171,66550.0,99900.0,0.6661,Condo,Condo
200286,2020,11/20/2020,Milford,982 BRIDGEPORT AVE,277890.0,410000.0,0.6777,Commercial,
110106,2011,12/02/2011,Southington,BERLIN ST,6090.0,90000.0,0.067666667,,
210933,2021,06/17/2022,West Hartford,137 MOHEGAN DRIVE,194180.0,375000.0,0.5178,Residential,Single Family
80168,2008,06/03/2009,Killingly,168 CHESTNUT HILL RD,50610.0,50000.0,1.0122,Single Family,Single Family
60396,2006,07/17/2007,Simsbury,6 HUNTING RIDGE RD,199860.0,345000.0,0.579304348,Single Family,Single Family
201046,2020,09/17/2021,Middletown,50 HIGH ST,167240.0,250000.0,0.6689,Residential,Four Family
140023,2014,03/10/2015,Preston,175&177 ROUTE 164,401500.0,350000.0,1.147142857,,
50219,2005,05/05/2006,Newtown,14 WINTON FARM RD,0.0,858500.0,0.0,,
210268,2021,09/01/2022,Clinton,111 AIRLINE RD,165100.0,340000.0,0.4855,Residential,Single Family
30938,2003,09/23/2004,Enfield,HAMLET B13UC,61250.0,146995.0,0.416680839,,
200351,2020,07/22/2021,Plainville,21 HART PLACE,165410.0,326000.0,0.5073,Residential,Single Family
100131,2010,09/26/2011,Thompson,56 THOMPSON HILL RD,115300.0,108900.0,1.058769513,Single Family,Single Family
1800294,2018,09/27/2019,Wolcott,110 BAGLEY TER & SYLVIA LN,24640.0,195000.0,0.1263,Single Family,Single Family
30019,2003,10/02/2003,Hamden,75 WASHINGTON AVE,54040.0,110000.0,0.491272727,,
110928,2011,05/23/2012,Bridgeport,83 HUNTINGTON TPKE,89240.0,63250.0,1.410909091,Condo,Condo
50224,2005,11/08/2005,Danbury,104 GREAT PLN RD,131600.0,300000.0,0.438666667,,
140277,2014,09/29/2015,Windham,90 SO PARK ST,946730.0,3060000.0,0.309388889,,
10070,2001,10/11/2001,Stamford,14 ANN ST,59150.0,75000.0,0.788666667,,
40723,2004,06/08/2005,Middletown,34 BURGUNDY HL LN,30080.0,65000.0,0.462769231,,
30011,2003,10/01/2003,Newington,518 NEW BRITAIN AVE,75670.0,154597.0,0.48946616,,
30803,2003,09/02/2004,Branford,35 COACHMAN,235100.0,375000.0,0.626933333,,
60131,2006,11/29/2006,Newington,295 MAIN ST,409730.0,450000.0,0.910511111,Single Family,Single Family
50217,2005,03/31/2006,Stonington,34 PEQUOT CT,326700.0,650000.0,0.502615385,,
41769,2004,05/11/2005,Stamford,14 RICHARDS AVE,133910.0,490000.0,0.273285714,,
12031,2012,11/16/2012,Montville,100 RIDGE HILL RD,138250.0,250000.0,0.553,Single Family,Single Family
110634,2011,08/16/2012,Danbury,BENHAM ST,212400.0,48615.0,4.369021907,Single Family,Single Family
170203,2017,03/15/2018,Wethersfield,48 ROBBINS DR,153000.0,225000.0,0.68,Single Family,Single Family
60402,2006,07/27/2007,Wethersfield,342 RIDGE RD,167000.0,325000.0,0.513846154,Single Family,Single Family
900018,2009,11/23/2009,Portland,94 AIRLINE AVE,119350.0,57658.0,2.069964272,Two Family,Two Family
1700489,2017,07/20/2018,New Milford,2 MAPLE ST,148610.0,230000.0,0.6461,Single Family,Single Family
15186,2015,05/11/2016,Montville,142 MAPLE AVE,146340.0,141780.0,1.032162505,Three Family,Three Family
10402,2001,11/20/2001,Bridgeport,127-129 MANHATTAN AVE,93519.0,12000.0,7.79325,,
21348,2021,08/22/2022,Monroe,395 CROSS HILL RD,196200.0,315000.0,0.6228,Residential,Single Family
40357,2004,01/19/2005,Norwich,57 PEARL ST,94000.0,226000.0,0.415929204,,
100186,2010,05/27/2011,Killingly,44 RUTH ST,106120.0,128000.0,0.8290625,Single Family,Single Family
150928,2015,09/28/2016,Manchester,41 FLORENCE STREET,101500.0,140000.0,0.725,Single Family,Single Family
90091,2009,11/13/2009,Fairfield,67 LOLA STREET,329490.0,443500.0,0.742931229,Single Family,Single Family
130702,2013,06/30/2014,Danbury,31 FARVIEW AV,228500.0,345000.0,0.662318841,Three Family,Three Family
170083,2017,11/08/2017,Wethersfield,217 DALE RD,186000.0,210000.0,0.885714286,Single Family,Single Family
60026,2006,12/05/2006,Harwinton,15 NORTON PKY,96100.0,168000.0,0.57202381,Single Family,Single Family
130546,2013,02/12/2014,Bridgeport,189-191 WELLS STREET,213730.0,265000.0,0.806528302,Three Family,Three Family
210143,2021,12/06/2021,Glastonbury,179 PENWOOD XING,164300.0,165000.0,0.9957,Vacant Land,
50492,2005,09/07/2006,Ridgefield,92 LAKESIDE DR,145970.0,236900.0,0.616167159,,
15391,2015,08/31/2016,Ridgefield,16 QUINCY CLOSE,114140.0,153000.0,0.746013072,Condo,Condo
30569,2003,04/07/2004,West Haven,165 KELSEY AVE,81690.0,90000.0,0.907666667,,
15183,2015,12/22/2015,East Hartford,559 BURNHAM ST.,100040.0,99000.0,1.010505051,Single Family,Single Family
202263,2020,08/12/2021,Waterbury,321 SPRING LAKE RD,80950.0,175000.0,0.462571429,Residential,Single Family
200554,2020,03/11/2021,West Hartford,153 ELMHURST STREET,180040.0,317000.0,0.5679,Residential,Two Family
50726,2005,04/11/2006,New Britain,58 DWIGHT ST,60620.0,105000.0,0.577333333,,
10088,2001,01/10/2002,Ansonia,19 COLONY ST,74830.0,152450.0,0.490849459,,
70100,2007,12/03/2007,Enfield,410 ASHMEAD COMMONS,99330.0,149900.0,0.662641761,Condo,Condo
50376,2005,02/14/2006,East Hartford,92 WARREN DR,78630.0,180000.0,0.436833333,,
210688,2021,03/31/2022,Bristol,77-79 TULIP ST,93870.0,240000.0,0.3911,Residential,Two Family
180468,2018,07/31/2019,South Windsor,204 TWIN CIRCLE DR,65200.0,82500.0,0.7903,Condo,Condo
80125,2008,12/08/2008,Wallingford,61 TERRACE GARDENS,77840.0,116400.0,0.668728522,Condo,Condo
210912,2021,07/15/2022,Fairfield,245 YORK ROAD,335020.0,575000.0,0.5826,Residential,Condo
40308,2004,04/20/2005,Wethersfield,123 WOLCOTT HL RD,119400.0,185000.0,0.645405405,,
13436,2013,12/27/2013,Stamford,124 LAWN AVENUE,301520.0,255000.0,1.182431373,Four Family,Four Family
210021,2021,10/06/2021,New Haven,34 ROSEWOOD AV,27160.0,35000.0,0.776,Vacant Land,
31452,2003,08/24/2004,Meriden,172 CARPENTER AVE,98980.0,230000.0,0.430347826,,
180655,2018,07/29/2019,Southington,61 MILLER FARM RD,245640.0,385000.0,0.638,Single Family,Single Family
60062,2006,11/20/2006,Berlin,319 NEW BRITAIN RD 134,61900.0,132500.0,0.467169811,Condo,Condo
8726,2008,09/28/2009,Meriden,62 LOCKWOOD ST,108270.0,192000.0,0.56390625,Single Family,Single Family
40407,2004,09/06/2005,Bethel,1 OLD DODGINGTOWN RD,220700.0,403500.0,0.546964064,,
12341,2012,03/28/2013,Milford,85 TERRACE ROAD,183010.0,131500.0,1.391711027,Single Family,Single Family
20349,2020,02/25/2021,Ridgefield,19 LOOKOUT POINT,521170.0,900000.0,0.579,Residential,Single Family
70507,2007,06/11/2008,Fairfield,107 PANSY RD,354830.0,615000.0,0.57695935,Single Family,Single Family
60320,2006,03/01/2007,Torrington,41 BARBERO DR,92800.0,173500.0,0.534870317,Single Family,Single Family
17213,2017,07/18/2018,Wilton,58 BALD HILL RD,729470.0,730000.0,0.9992,Single Family,Single Family
110190,2011,06/18/2012,New London,3 JENNIE ST,114170.0,74000.0,1.542837838,Single Family,Single Family
50140,2005,11/01/2005,Meriden,51 BRADLEY AVE,83930.0,218900.0,0.383417085,,
120102,2012,07/30/2013,Lebanon,36 W WOODLAND RD,64130.0,81000.0,0.791728395,Single Family,Single Family
60023,2006,10/06/2006,Norwich,13 PARKWOODS DR,130000.0,240000.0,0.541666667,Condo,Condo
10097,2001,12/17/2001,Watertown,101 GREENWOOD ST,70020.0,92000.0,0.761086957,,
40805,2004,06/13/2005,Norwich,111 SHERATON LN,52000.0,120000.0,0.433333333,,
100013,2010,10/19/2010,Thompson,6 CLARENCE DR,157300.0,225000.0,0.699111111,Single Family,Single Family
40849,2004,02/22/2005,New Haven,89 BROOKLAWN CIR,115710.0,200000.0,0.57855,,
170309,2017,05/14/2018,Westport,143 ROSEVILLE ROAD,402800.0,400000.0,1.007,Single Family,Single Family
22590,2002,09/29/2003,Stamford,151 COURTLAND AVE 4B,51030.0,167000.0,0.305568862,,
30862,2003,05/21/2004,West Hartford,15 LINWOLD DR,155090.0,360000.0,0.430805556,,
18129,2018,11/16/2018,Hartford,50 SHARON ST,65275.0,225000.0,0.2901,Two Family,Two Family
60257,2006,07/31/2007,Bethel,4 BUDD DRIVE,176420.0,400000.0,0.44105,Single Family,Single Family
170594,2017,06/06/2018,Manchester,17 ARMORY STREET,94400.0,134900.0,0.6997,Single Family,Single Family
80005,2008,10/16/2008,Colchester,FEDESHEN LN,34400.0,65000.0,0.529230769,,
150349,2015,05/10/2016,Enfield,9 RIVIERA DR,100640.0,163000.0,0.617423313,Single Family,Single Family
31279,2003,08/09/2004,West Hartford,344 TROUT BRK DR,62610.0,186000.0,0.336612903,,
61274,2006,08/27/2007,Danbury,55 OIL ML RD 40,80900.0,228500.0,0.35404814,Condo,Condo
40104,2004,12/30/2004,Granby,285 W GRANBY RD,66080.0,137000.0,0.482335766,,
70943,2007,08/25/2008,West Hartford,49 APPLE HILL RD,367500.0,378000.0,0.972222222,Single Family,Single Family
30367,2003,01/30/2004,West Haven,35 PROSPECT AVE,114100.0,140000.0,0.815,,
150533,2015,09/16/2016,Southbury,14 A HERITAGE CREST,156630.0,169900.0,0.921895232,Condo,Condo
30073,2003,11/13/2003,Westport,102 CLAPBOARD HL RD,1106600.0,3300000.0,0.335333333,,
20080,2002,12/27/2002,Woodbury,3 IRONWOOD LN,46550.0,100375.0,0.463760897,,
12022,2012,02/28/2013,Canterbury,116 MILLER RD,131000.0,158000.0,0.829113924,Single Family,Single Family
159241,2015,07/06/2016,Brookfield,8 LAUREL HILL CT,97480.0,289970.0,0.336172708,Condo,Condo
150008,2015,10/06/2015,Berlin,66 ANTON LANE,210200.0,250101.0,0.840460454,Single Family,Single Family
130025,2013,10/21/2013,Groton,71 LEAFWOOD LA S305,96040.0,115000.0,0.835130435,Condo,Condo
50042,2005,12/21/2005,Killingworth,306 ROUTE 148,346040.0,29843.0,11.59534899,,
20155,2002,03/06/2003,Ellington,153 PORTER RD,46850.0,80000.0,0.585625,,
90655,2009,08/03/2010,Milford,33 FORAN ROAD U6,118220.0,146000.0,0.809726027,Condo,Condo
50264,2005,06/15/2006,Brookfield,10 SILVERMINE RD,112070.0,299900.0,0.37369123,,
100484,2010,08/02/2011,Bristol,405 MATTHEWS ST,171220.0,200000.0,0.8561,Single Family,Single Family
30035,2003,12/18/2003,Somers,20 LITTLE SORREL LN,156320.0,389900.0,0.400923314,,
50368,2005,08/25/2006,Brookfield,161 HEATHERWOOD DR,125270.0,230000.0,0.544652174,,
181733,2018,08/14/2019,Bridgeport,1585 NORMAN ST,124830.0,239000.0,0.5223,Single Family,Single Family
120217,2012,02/06/2013,Hamden,37 DELSOLE RD,136010.0,125000.0,1.08808,Single Family,Single Family
210795,2021,05/09/2022,New Haven,35 PINE ROCK RD,164815.0,300000.0,0.5493,Residential,Single Family
20747,2002,06/25/2003,Torrington,LINDEN ST,11300.0,41900.0,0.269689737,,
70216,2007,12/19/2007,Milford,305 FOXWOOD LN,127050.0,189000.0,0.672222222,Condo,Condo
80232,2008,03/04/2009,Stratford,371 STONYBROOK RD,19110000.0,57500.0,332.3478261,,
91188,2009,07/29/2010,Waterbury,160 WALNUT ST,162710.0,15000.0,10.84733333,Single Family,Single Family
80206,2008,08/07/2009,Windham,98 BOLIVIA ST,29420.0,40000.0,0.7355,,
40181,2004,01/28/2005,Norfolk,39 GRANT ST,140080.0,399888.0,0.350298083,,
30697,2003,08/20/2004,Groton,52 WEST ST,104580.0,239900.0,0.435931638,,
170352,2017,09/25/2018,Rocky Hill,19 LITTLE OAK LANE,89950.0,127500.0,0.7054,Condo,Condo
20047,2020,10/27/2020,Bethel,19 FOX DEN ROAD,241780.0,399500.0,0.6052,Residential,Single Family
60432,2006,06/12/2007,Windsor,412 PALISADO AVE,127680.0,255900.0,0.4989449,Single Family,Single Family
70059,2007,01/31/2008,Haddam,7 BRAINARD HILL RD,259860.0,373200.0,0.696302251,Single Family,Single Family
11141,2001,09/05/2002,Manchester,434 120 MT WEST,20400.0,25500.0,0.8,,
211050,2021,05/27/2022,West Haven,89 ELIEEN RD,124250.0,240000.0,0.5177,Residential,Single Family
150456,2015,09/07/2016,Cheshire,780 HIGHLAND AVE,187620.0,215000.0,0.872651163,Single Family,Single Family
30450,2003,01/30/2004,West Hartford,38 VISGROVE LN,218710.0,405000.0,0.540024691,,
170176,2017,01/24/2018,Groton,66 WHITTAKER LN,239820.0,363500.0,0.6597,Single Family,Single Family
30694,2003,04/12/2004,West Hartford,62 EDGEMERE AVE,63940.0,138500.0,0.46166065,,
50715,2005,04/07/2006,New Britain,61 OAK ST,7210.0,5000.0,1.442,,
130762,2013,09/26/2014,Southington,2 CENTER DR,51160.0,80000.0,0.6395,Single Family,Single Family
50302,2005,07/07/2006,Brookfield,6 RICHMOND RD,135640.0,337000.0,0.402492582,,
170134,2017,06/29/2018,Hebron,139 HILLCREST DR,124520.0,110000.0,1.132,Single Family,Single Family
150269,2015,05/17/2016,Vernon,1219 HARTFORD TPKE,104290.0,129900.0,0.802848345,Single Family,Single Family
80568,2008,09/30/2009,Middletown,16 RANDALL CT,130820.0,107500.0,1.216930233,Single Family,Single Family
80569,2008,07/06/2009,Hamden,320 SHEPARD AVE,150080.0,164500.0,0.912340426,Single Family,Single Family
100478,2010,06/06/2011,Danbury,98 FORTY ACRE MT RD,554700.0,745000.0,0.744563758,Single Family,Single Family
80006,2008,10/10/2008,Bethel,3 FAR HORIZONS DRIVE,314800.0,463000.0,0.679913607,Single Family,Single Family
120097,2012,05/24/2013,Old Lyme,11 POND RD,51100.0,17500.0,2.92,,
200438,2020,05/03/2021,East Haven,161 COSEY BEACH RD #5,93200.0,150000.0,0.6213,Residential,Condo
130603,2013,05/27/2014,Danbury,82 W REDDING RD,254700.0,410000.0,0.621219512,Single Family,Single Family
120424,2012,07/22/2013,Torrington,117 TAMARACK CT,105140.0,105000.0,1.001333333,Condo,Condo
70081,2007,04/29/2008,Prospect,34 TULIP TREE CIR,908300.0,350100.0,2.5944016,Condo,Condo
90381,2009,04/30/2010,Hamden,365 MATHER ST U164,100030.0,142000.0,0.70443662,Condo,Condo
1600416,2016,06/22/2017,New Milford,9 MARE LN,185570.0,260000.0,0.713730769,Single Family,Single Family
17049,2017,10/27/2017,Newington,1457 D WILLARD AV,59210.0,66000.0,0.897121212,Condo,Condo
70151,2007,05/02/2008,Rocky Hill,17 GARDEN ST,89600.0,125000.0,0.7168,Single Family,Single Family
100090,2010,07/05/2011,Tolland,14 TOLLAND FARMS ROAD,205700.0,294500.0,0.698471986,Single Family,Single Family
90544,2009,06/21/2010,Fairfield,245 SUNNYRIDGE AVENUE # 38,220920.0,290000.0,0.761793103,Condo,Condo
100038,2010,06/27/2011,Pomfret,689 HAMPTON RD,154600.0,70000.0,2.208571429,Two Family,Two Family
50132,2005,01/17/2006,Waterford,43 YORKSHIRE DR,177740.0,377000.0,0.471458886,,
200064,2020,12/08/2020,Westbrook,4 BRITTNEY LN,322940.0,526000.0,0.6139,Residential,Single Family
10256,2001,09/18/2002,Old Lyme,11 AVENUE A,115600.0,495000.0,0.233535354,,
180870,2018,08/26/2019,Meriden,157 CURTIS ST,128380.0,201000.0,0.6387,Single Family,Single Family
40016,2004,12/10/2004,Bethlehem,39 MAIN ST S,111470.0,274000.0,0.406824818,,
210879,2021,02/02/2022,Bridgeport,115 CAROLINE ST #117,108740.0,125000.0,0.86992,Residential,Two Family
80639,2008,09/11/2009,Milford,38 PRINDLE DRIVE,315670.0,450000.0,0.701488889,Single Family,Single Family
50310,2005,10/31/2005,Bridgeport,34 TERRY PL,154280.0,325000.0,0.474707692,,
130190,2013,11/15/2013,Waterbury,60 CLEONE DR,67460.0,113000.0,0.59699115,Single Family,Single Family
110064,2011,12/06/2011,Branford,19 LEETES ISLAND RD LOT 24,30600.0,50000.0,0.612,Single Family,Single Family
20068,2002,01/02/2003,Orange,453 PECK LN,85900.0,205000.0,0.41902439,,
180783,2018,03/05/2019,Milford,50 WOOSTER ST,154080.0,120000.0,1.284,Single Family,Single Family
200045,2020,12/14/2020,Thomaston,143 PINE HILL RD    4C,65380.0,111000.0,0.589,Residential,Condo
20060,2002,06/05/2003,Sharon,28 NEW ST,72500.0,110000.0,0.659090909,,
100120,2010,02/04/2011,Naugatuck,20 FRANCIS ST,186080.0,194000.0,0.959175258,Single Family,Single Family
160648,2016,06/26/2017,Meriden,58 WILSON AVE,92820.0,134000.0,0.692686567,Single Family,Single Family
52525,2005,06/21/2006,Bridgeport,123 HUNTINGTON TPK,68779.0,167000.0,0.411850299,,
160299,2016,03/10/2017,West Haven,24 FIRST AV E,120680.0,145000.0,0.832275862,Two Family,Two Family
70090,2007,10/31/2007,Manchester,5 CASTLE HILL RD,315200.0,480000.0,0.656666667,Single Family,Single Family
900351,2009,07/19/2010,Westport,7 BOBWHITE DR,642200.0,780000.0,0.823333333,Single Family,Single Family
130059,2013,12/31/2013,East Windsor,59 PROSPECT HILL RD,199640.0,93541.0,2.134251291,,
180533,2018,05/01/2019,West Hartford,211 WARRENTON AVENUE,207620.0,300000.0,0.692,Single Family,Single Family
80009,2008,12/05/2008,North Stonington,24 JEREMY HILL,85540.0,85000.0,1.006352941,,
30046,2003,10/17/2003,Middletown,161 TROLLEY XING LN,39120.0,79000.0,0.495189873,,
60610,2006,09/10/2007,Windsor,15 PORTMAN ST,80220.0,173000.0,0.463699422,Single Family,Single Family
