Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Sale Year,Sale Month,Sale Amount_Log,Sale Amount_Scaled,Is_Undervalued,Property Type_Commercial,Property Type_Condo,Property Type_Four Family,Property Type_Industrial,Property Type_Residential,Property Type_Single Family,Property Type_Three Family,Property Type_Two Family,Property Type_Unspecified,Property Type_Vacant Land,Residential Type_Four Family,Residential Type_Non-Residential,Residential Type_Single Family,Residential Type_Three Family,Residential Type_Two Family
201009,2020,2021-06-01,Danbury,22 JEFFERSON AV,133800.0,340000.0,0.393529412,2021,6,12.73670383776449,0.4220014653231367,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
160107,2016,2016-12-21,Windsor,44 PROSPECT HILL RD,221130.0,340000.0,0.650382353,2016,12,12.73670383776449,0.4220014653231367,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
210181,2021,2021-12-10,Wallingford,36 LORINGS,70600.0,120000.0,0.5883,2021,12,11.695255355062795,-0.713445161249449,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10020,2001,2001-10-02,East Haven,139 CHARTER OAK AVE,70030.0,95000.0,0.737157895,2001,10,11.461642696843066,-0.9681430259120671,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110062,2011,2012-07-12,Litchfield,19 BEACH ST,211120.0,312000.0,0.676666667,2012,7,12.650761671914688,0.3283024068336071,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170077,2017,2017-11-08,Trumbull,4731 MADISON AVE,380310.0,500000.0,0.76062,2017,11,13.122365377402328,0.8424717060061822,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
160742,2016,2017-02-28,Stamford,739 ROCK RIMMON ROAD,483800.0,610000.0,0.793114754,2017,2,13.321215875492411,1.0592698779742673,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
180130,2018,2018-11-22,Meriden,97 MILLBROOK RD,146440.0,259900.0,0.5634,2018,11,12.468056068255885,0.1291063210203856,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20160543,2020,2020-11-16,Redding,12 WINDING BROOK LN,354300.0,500000.0,0.7086,2020,11,13.122365377402328,0.8424717060061822,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
49973,2004,2005-06-23,West Hartford,24 REGENCY DR,84800.0,221000.0,0.383710407,2005,6,12.30592250537653,-0.04766095079702216,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60111,2006,2007-02-21,Stafford,66 PROSPECT ST,94290.0,160900.0,0.586016159,2007,2,11.988544548001558,-0.39368452952946276,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10687,2010,2011-03-09,Bridgeport,34-36 INE STREET,203280.0,56900.0,3.57258348,2011,3,10.949068194652432,-1.5269810280278022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
131148,2013,2014-07-29,Waterbury,32 LINDSEY ST,70510.0,50000.0,1.4102,2014,7,10.819798284210286,-1.6679184686855528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
180067,2018,2019-05-15,Killingworth,38 CHITTENDEN ROAD,145250.0,270000.0,0.5379,2019,5,12.506180941677357,0.1706722358341637,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40120,2004,2004-11-01,Manchester,44 UNION ST,82000.0,100000.0,0.82,2004,11,11.51293546492023,-0.9122207201541292,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51239,2005,2006-03-29,Stamford,71 STRAWBERRY HL AVE 305,72100.0,310000.0,0.232580645,2006,3,12.644330802262576,0.32129110538787814,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
21077,2021,2022-06-13,Deep River,16 RATTLING VALLEY RD,157850.0,225500.0,0.7,2022,6,12.326079872504838,-0.02568423770311325,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
110218,2011,2012-06-22,South Windsor,105 CODY CIRCLE,221480.0,290000.0,0.763724138,2012,6,12.577639650232573,0.24858060184163921,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
150160,2015,2016-05-25,Cromwell,30 COURT STREET,159780.0,243000.0,0.657530864,2016,5,12.400820837540556,0.05580263181196083,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60409,2006,2007-08-01,Bloomfield,11 WHITE BIRCH CIR,149700.0,235000.0,0.637021277,2007,8,12.367345048436391,0.01930541429086518,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40176,2004,2005-05-02,Suffield,306 GRIFFIN RD,91140.0,130000.0,0.701076923,2005,5,11.775297421715825,-0.6261787279359988,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10530,2001,2002-08-16,Cheshire,30 GUINEVERE RDG,141430.0,254000.0,0.556811024,2002,8,12.445093483000797,0.1040711988819977,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10290,2001,2002-03-15,Newtown,102 ALPINE DR,95400.0,227625.0,0.419110379,2002,3,12.335459210210812,-0.015458347959526155,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
70032,2007,2008-06-23,Barkhamsted,122 RATLUM RD,108440.0,214900.0,0.504606794,2008,6,12.277932735946903,-0.0781769962906695,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60045,2006,2006-11-13,Tolland,63 LOEHR RD,103300.0,194900.0,0.530015393,2006,11,12.180247016318816,-0.18467954793709335,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
180440,2018,2019-03-05,Bristol,33 HILTBRAND RD UN 1-2,52150.0,73027.0,0.7141,2019,3,11.1985982082334,-1.2549291533022064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41863,2004,2005-07-26,Norwalk,91 ROWAYTON WOODS DR,147210.0,349000.0,0.421805158,2005,7,12.762830066509972,0.45048577231177056,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15119,2015,2016-04-26,Colchester,179 ELLIOT DR,139200.0,209000.0,0.666028708,2016,4,12.250094315624496,-0.10852803234210016,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21053,2021,2022-06-07,Voluntown,18 JAMES RD,222050.0,438900.0,0.5059,2022,6,12.992029154097061,0.7003717101539952,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
160742,2016,2017-06-13,Danbury,24 MENDES RD,181200.0,337500.0,0.536888889,2017,6,12.729323752253295,0.4139552745257156,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
202078,2020,2021-07-14,Waterbury,36 ROSE ST,37730.0,120000.0,0.314416667,2021,7,11.695255355062795,-0.713445161249449,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
130545,2013,2014-07-03,Hamden,619 BENHAM ST,163310.0,192000.0,0.850572917,2014,7,12.165255859329688,-0.20102376362750174,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16242,2016,2017-05-01,Newtown,3 OLD BRIDGE ROAD,306870.0,481000.0,0.637983368,2017,5,13.083624628087815,0.8002343281130905,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
210444,2021,2022-08-03,New London,152 STATE ST,239820.0,615000.0,0.3899,2022,8,13.329379172803593,1.0681699710154948,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100568,2010,2011-03-24,Waterbury,229 COOKE ST,53450.0,17000.0,3.144117647,2011,3,9.741027444837728,-2.844056060468185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
200726,2020,2021-07-09,Shelton,82 WILLOUGHBY RD,340690.0,569000.0,0.5987,2021,7,13.251637470576167,0.9834115264027089,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
201336,2020,2021-07-14,New London,31 GRAND ST,67200.0,160000.0,0.42,2021,7,11.982935344196433,-0.3998000039327339,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32793,2003,2004-08-31,Stamford,69 CLINTON AVE 2F,36050.0,170000.0,0.212058824,2004,8,12.043559598368038,-0.3337039789915318,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
150095,2015,2016-04-25,Putnam,72 PERRY ST UNIT 144,56900.0,64399.0,0.883554092,2016,4,11.072868912092444,-1.3920064139980541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50019,2005,2005-11-01,East Windsor,14 JULIA CT,71100.0,157000.0,0.452866242,2005,11,11.964007453736912,-0.4204362713308539,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60526,2006,2007-09-04,Westport,2 CANTERBURY CLOSE,732300.0,1300000.0,0.563307692,2007,9,14.077875591662238,1.884223523266089,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41170,2004,2005-09-08,Manchester,29 GLENWOOD ST,78600.0,180000.0,0.436666667,2005,9,12.100717685412471,-0.27138696745046886,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20800,2002,2003-03-27,Norwalk,5 CLARMORE DR,32480.0,88725.0,0.366074951,2003,3,11.393308248231683,-1.0426451452614662,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
80264,2008,2008-12-10,Waterbury,117 CHIPPER RD,129560.0,55000.0,2.355636364,2008,12,10.915106645867501,-1.5640078485009512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
150086,2015,2015-11-23,Groton,1-3 QUINCY CT,92540.0,50000.0,1.8508,2015,11,10.819798284210286,-1.6679184686855528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11677,2001,2002-07-31,Danbury,34 GROVE PL,93900.0,232500.0,0.403870968,2002,7,12.356649805075566,0.00764484903379337,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10081,2001,2001-11-30,Guilford,LAKE DR,52500.0,40000.0,1.3125,2001,11,10.596659732783579,-1.9111968638093177,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
900386,2009,2010-05-28,Newington,98 PICKENS DRIVE,130330.0,204900.0,0.636066374,2010,5,12.230282214644559,-0.13012831655839455,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170097,2017,2018-02-02,Coventry,329 SAM GREEN RD,154000.0,235000.0,0.6553,2018,2,12.367345048436391,0.01930541429086518,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200451,2020,2021-06-14,Farmington,29 SUNSET TERR,159290.0,385000.0,0.4137,2021,6,12.861001210669144,0.5575175615109215,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
70679,2007,2008-08-12,Manchester,40 ELRO ST,149000.0,190000.0,0.784210526,2008,8,12.154784614286667,-0.21244011312303318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
70560,2007,2008-06-02,Meriden,71 CATLIN ST,2113610.0,3105000.0,0.680711755,2008,6,14.948524595410856,2.8334548012939926,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41725,2004,2005-06-30,New Haven,405 ORANGE ST,275940.0,675000.0,0.4088,2005,6,13.42246945133505,1.1696623102726844,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15318,2015,2016-09-15,Watertown,36 LONGVIEW AVE,132000.0,230000.0,0.573913043,2016,9,12.345838935721968,-0.0041417782855111525,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50179,2005,2005-12-16,Enfield,13 SUNRISE CIR,98140.0,272000.0,0.360808824,2005,12,12.513561021741964,0.1787184206934043,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210013,2021,2022-01-19,Warren,7 PARTRIDGE RD,264370.0,492000.0,0.5373,2022,1,13.106236027992704,0.8248865679219068,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100017,2010,2011-01-04,Columbia,380 RT 66 SOUTH,224500.0,270000.0,0.831481481,2011,1,12.506180941677357,0.1706722358341637,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41212,2004,2005-07-22,Bristol,128 GREENE ST,65190.0,173000.0,0.376820809,2005,7,12.06105265381003,-0.31463205069169803,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51777,2005,2006-08-14,New Haven,200 NICOLL ST,96180.0,279990.0,0.343512268,2006,8,12.542512738777651,0.21028323641657512,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
100336,2010,2011-08-30,Branford,31 RUSSELL ST,182600.0,225000.0,0.811555556,2011,8,12.323860125621124,-0.028104332554487865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20365,2002,2003-04-28,Windsor,19 COACH CIR,97860.0,204000.0,0.479705882,2003,4,12.225880174775122,-0.13492767188207147,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10052,2001,2002-04-12,Harwinton,338 LOCUST RD,153230.0,310000.0,0.494290323,2002,4,12.644330802262576,0.32129110538787814,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200087,2020,2020-12-10,Plainville,17 BLACK BIRCH RD,134120.0,237000.0,0.5659,2020,12,12.37581963951765,0.028544897582284973,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
90362,2009,2010-03-16,Danbury,3 RVINGTON WAY,596800.0,548000.0,1.089051095,2010,3,13.214032390746006,0.9424123202543817,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40339,2004,2005-09-01,Old Saybrook,1 FENCOVE CT,564200.0,770000.0,0.732727273,2005,9,13.554147092530322,1.3132247965344568,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18707,2018,2019-07-22,East Hartford,113 RISLEY ST,84730.0,174000.0,0.486954023,2019,7,12.066816325306588,-0.308348166787559,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200291,2020,2020-12-14,Bristol,103 PLEASANT VIEW AVENUE,119840.0,229250.0,0.5227,2020,12,12.342572752159361,-0.007702758179886855,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
110051,2011,2012-03-21,Oxford,3 JENSEN FARM ROAD,372200.0,514000.0,0.724124514,2012,3,13.1499804899607,0.8725792791772378,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
131603,2013,2014-09-16,Stamford,77 HAVEMEYER LANE # 46,415720.0,735000.0,0.565605442,2014,9,13.507627138738265,1.2625060855479306,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40079,2004,2005-05-12,Washington,40 ORCHARD &,504770.0,500000.0,1.00954,2005,5,13.122365377402328,0.8424717060061822,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180102,2018,2019-04-01,Bloomfield,1 HIRAM LN,150500.0,270000.0,0.5574,2019,4,12.506180941677357,0.1706722358341637,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200110,2020,2021-09-14,Kent,80 NORTH MAIN ST U04,102500.0,260000.0,0.3942,2021,9,12.468440756144114,0.12952572973068427,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21035,2021,2021-10-26,Plainville,27 CHURCH ST,423010.0,670000.0,0.6313,2021,10,13.415034483903348,1.1615562840705014,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40465,2004,2005-01-10,Meriden,163 MT PLEASANT ST,79450.0,91000.0,0.873076923,2005,1,11.418625774449596,-1.0150425319639573,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160049,2016,2017-03-21,Sherman,77 SPRING LAKE RD,109200.0,1250000.0,0.08736,2017,3,14.038654909278163,1.8414628949253127,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200015,2020,2020-10-16,Portland,9 CULVER LN,56420.0,56400.0,1.0003,2020,10,10.94024216782542,-1.536603666644329,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
90307,2009,2010-07-12,Southbury,1234 GEORGES HILL RD,277510.0,432750.0,0.641270942,2010,7,12.97791778383879,0.6849866882136821,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10013,2001,2001-10-01,New Britain,22 JEFFERSON ST,63760.0,140000.0,0.455428571,2001,10,11.849404844423074,-0.5453825824573022,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
170201,2017,2017-12-29,Wallingford,6 MARIE LN,224700.0,325000.0,0.691384615,2017,12,12.691583538230217,0.37280873736099124,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110111,2011,2012-04-09,Cheshire,501 CORTLAND CIRCLE,360070.0,395000.0,0.91156962,2012,4,12.886643575525623,0.585474332447974,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
210137,2021,2022-08-29,New Hartford,22 TURNBULL ROAD,356510.0,266000.0,1.3402,2022,8,12.491255347155265,0.1543995000904469,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60065,2006,2006-10-25,Norwich,274 BROAD ST,72000.0,100000.0,0.72,2006,10,11.51293546492023,-0.9122207201541292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
180557,2018,2018-12-07,Milford,5 WESTWOOD RD,176290.0,146000.0,1.2074,2018,12,11.891368749982085,-0.4996311355098891,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22098,2002,2003-06-17,Bridgeport,280 VALLEY AVE,31565.0,35000.0,0.901857143,2003,6,10.463131911491967,-2.056776522100082,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180315,2018,2019-08-27,Ledyard,37 PARTRIDGE HOLLOW RD,179900.0,306000.0,0.5879,2019,8,12.631343648903034,0.3071317689292764,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40063,2004,2005-04-04,Easton,32 DELAWARE RD,145950.0,320000.0,0.45609375,2005,4,12.676079399771027,0.3559052399688453,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110381,2011,2012-04-02,Norwalk,204 ROWAYTON AVE,570710.0,579500.0,0.984831752,2012,4,13.269922667385993,1.003347092471299,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14394,2014,2015-08-03,Madison,22 PRINCESS DRIVE,239300.0,272000.0,0.879779412,2015,8,12.513561021741964,0.1787184206934043,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110027,2011,2011-11-16,Suffield,51 HUNTERS CROSSING,286930.0,360000.0,0.797027778,2011,11,12.793862088206213,0.48431865500925936,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30092,2003,2003-10-23,Milford,22 ROBIN LN,118370.0,325000.0,0.364215385,2003,10,12.691583538230217,0.37280873736099124,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41096,2004,2005-08-25,Manchester,23 ORCHARD ST,85300.0,258300.0,0.33023616,2005,8,12.461880850543723,0.12237374592321312,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50251,2005,2006-07-06,Ansonia,225 WESTFIELD AVE,131400.0,318000.0,0.413207547,2006,7,12.669809806411457,0.34906977114984306,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
21195,2021,2022-02-22,Ridgefield,113 DANBURY RD UNIT 10,334420.0,600000.0,0.5573,2022,2,13.30468660086356,1.0412487185710355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40720,2004,2005-06-06,Middletown,88 CARRIAGE XING LN,67090.0,141900.0,0.472797745,2005,6,11.862884910339652,-0.5306858445723432,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40351,2004,2005-01-14,Fairfield,183 ALDEN ST,165200.0,405000.0,0.407901235,2005,1,12.91164481522143,0.6127321121118277,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30554,2003,2004-05-20,Fairfield,317 STRATFIELD RD,217840.0,524000.0,0.415725191,2004,5,13.169248871698304,0.8935867696166294,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140273,2014,2015-07-13,Simsbury,434 HOPMEADOW STREET,132130.0,188000.0,0.702819149,2015,7,12.144202560946875,-0.22397727215341423,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10277,2001,2002-08-28,Windsor Locks,45 CYPRESS RD,86900.0,164900.0,0.526986052,2002,8,12.013100572810686,-0.3669121485671074,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
130137,2013,2014-09-08,Portland,915 GLASTONBURY TPKE,107380.0,137500.0,0.780945455,2014,9,11.831386468789589,-0.5650272448378015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20071,2002,2002-12-23,Canton,24 CHRISTMAS TREE,164050.0,310000.0,0.529193548,2002,12,12.644330802262576,0.32129110538787814,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110172,2011,2012-01-13,Greenwich,"8 HOBART DRIVE, GREENWICH,CT 0",2645930.0,3675000.0,0.719980952,2012,1,15.11706396273788,3.0172060470394455,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14288,2014,2015-05-13,Glastonbury,89 LAKE SHORE TRL,136100.0,269000.0,0.505947955,2015,5,12.502470376049185,0.16662676522744277,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41204,2004,2005-04-29,Norwalk,18 PRINCE'S RD,269570.0,609000.0,0.442643678,2005,4,13.31957518872681,1.0574811075413495,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11079,2011,2012-03-01,Madison,26 COPPERSTONE LANE,276800.0,320000.0,0.865,2012,3,12.676079399771027,0.3559052399688453,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110081,2011,2012-09-06,Meriden,174 SANDY LA,157780.0,232500.0,0.678623656,2012,9,12.356649805075566,0.00764484903379337,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15115,2015,2016-04-15,Colchester,64 GOLDBERG RD,247500.0,384000.0,0.64453125,2016,4,12.85840043573314,0.5546820481114492,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
90174,2009,2010-05-04,Avon,540 HUCKLEBERRY HILL ROAD,356270.0,490000.0,0.727081633,2010,5,13.102162710901053,0.8204456049482252,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
100183,2010,2010-12-13,Middletown,475 HIGHLAND AVE EXT,69440.0,90000.0,0.771555556,2010,12,11.407576060361786,-1.0270895614560442,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40993,2004,2005-04-01,Danbury,22 IRVING PL,171800.0,400000.0,0.4295,2005,4,12.899222326086994,0.5991884048467885,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210075,2021,2021-12-22,Mansfield,22 EASTWOOD RD,210700.0,320000.0,0.6584,2021,12,12.676079399771027,0.3559052399688453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
90269,2009,2009-12-08,Waterbury,127 & 131 PROCTOR ST,42450.0,31000.0,1.369354839,2009,12,10.34177474101152,-2.1890870416516157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200122,2020,2020-11-16,South Windsor,29 BOURBON ST,224900.0,315100.0,0.7137,2020,11,12.660648501336013,0.33908159303475194,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10261,2001,2002-02-11,Branford,62 FOXBRIDGE VLG,67690.0,135000.0,0.501407407,2002,2,11.813037464800539,-0.5850323771380432,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40547,2004,2005-04-20,Wallingford,27 MARC DR,101300.0,140000.0,0.723571429,2005,4,11.849404844423074,-0.5453825824573022,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13554,2013,2014-09-09,Glastonbury,44 STARVIEW DR,264000.0,430000.0,0.613953488,2014,9,12.971542813248435,0.6780363311182076,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
120365,2012,2013-09-03,New Milford,1 TANGLEWOOD LN,228340.0,309900.0,0.736818328,2013,9,12.644008170618003,0.32093935393925493,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110286,2011,2012-06-18,Farmington,38 STRAWFIELD,310520.0,565000.0,0.54959292,2012,6,13.244582780038515,0.9757200997930021,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80004,2008,2008-12-17,Eastford,215A CHAPLIN RD,262250.0,112500.0,2.331111111,2008,12,11.630717389475995,-0.7838081379386942,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51387,2005,2006-07-06,Hartford,37 ALDEN ST UT 37A,316540.0,220000.0,1.438818182,2006,7,12.301387370778713,-0.05260541359635967,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
100007,2010,2010-12-06,Andover,224 LAKE ROAD,241500.0,434575.0,0.555715354,2010,12,12.982126122085868,0.6895748589638337,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50428,2005,2005-12-19,Danbury,69 PLEASANT ST,243000.0,389000.0,0.624678663,2005,12,12.871337193291366,0.5687864401886924,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40258,2004,2005-02-28,South Windsor,14 SPRUCE LN,102940.0,195000.0,0.527897436,2005,2,12.180759965737863,-0.1841203011792044,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2100348,2021,2022-04-06,New Milford,52 FERRIS EST RD,342540.0,764000.0,0.448350785,2022,4,13.546324377048323,1.3046960252584838,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
210337,2021,2022-09-23,East Hampton,18 TAMMIE ANN DR,234120.0,435000.0,0.5382,2022,9,12.983103608918753,0.6906405709460914,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16023,2016,2017-03-20,North Canaan,38 PATTY LN,72740.0,52900.0,1.375047259,2017,3,10.876177521259402,-1.6064506038996849,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
69071,2006,2007-05-24,North Stonington,444 PENDLETON HILL,216020.0,329900.0,0.654804486,2007,5,12.706547888433661,0.3891237267623615,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140044,2014,2014-10-21,Manchester,72 OAKWOOD ROAD,111800.0,173000.0,0.646242775,2014,10,12.06105265381003,-0.31463205069169803,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40291,2004,2005-05-04,Killingly,90 ISLAND RD,120070.0,350000.0,0.343057143,2005,5,12.765691290604371,0.4536052422613796,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
80034,2008,2008-12-04,Tolland,51 BROOKMOOR ROAD,276700.0,427500.0,0.647251462,2008,12,12.965711906537502,0.6716791435426747,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40331,2004,2004-10-08,Waterbury,127 LOUNSBURY ST,56490.0,80000.0,0.706125,2004,10,11.289794413577894,-1.155501840828714,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
90157,2009,2010-05-03,North Haven,10 CHRISTINE ROAD,210490.0,400000.0,0.526225,2010,5,12.899222326086994,0.5991884048467885,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18736,2018,2019-06-26,Hartford,608 BLUE HILLS AVE,61285.0,200000.0,0.3064,2019,6,12.206077645517674,-0.1565175204597429,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20197,2002,2002-12-06,Torrington,96 BERKSHIRE OVAL,52700.0,122000.0,0.431967213,2002,12,11.711784520403112,-0.6954241209988196,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
130227,2013,2014-01-23,New Britain,99 BLAKE RD,114940.0,90500.0,1.270055249,2014,1,11.413116179350727,-1.0210494072657137,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
120062,2012,2013-03-04,Mansfield,LOT 13B BEACON HILL,99750.0,140000.0,0.7125,2013,3,11.849404844423074,-0.5453825824573022,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210223,2021,2022-08-26,Putnam,15 LABOSSIERE LANE,129200.0,328000.0,0.3939,2022,8,12.70077193614212,0.38282645363401463,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
