Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Sale Year,Sale Month,Sale Amount_Log,Sale Amount_Scaled,Is_Undervalued,Property Type_Commercial,Property Type_Condo,Property Type_Four Family,Property Type_Industrial,Property Type_Residential,Property Type_Single Family,Property Type_Three Family,Property Type_Two Family,Property Type_Unspecified,Property Type_Vacant Land,Residential Type_Four Family,Residential Type_Non-Residential,Residential Type_Single Family,Residential Type_Three Family,Residential Type_Two Family
180618,2018,2019-07-31,Enfield,209 STATE ST,144010.0,237000.0,0.6076,2019,7,12.37581963951765,0.028544897582284973,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10732,2001,2002-01-04,Bridgeport,225 G EDGEMOOR RD,53550.0,114500.0,0.46768559,2002,1,11.648338835562747,-0.7645962308238765,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140314,2014,2015-07-23,Stonington,51 RIVERBEND DR,179000.0,190000.0,0.942105263,2015,7,12.154784614286667,-0.21244011312303318,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30474,2003,2004-07-28,Killingly,7 BALLOUVILLE RD,57740.0,95000.0,0.607789474,2004,7,11.461642696843066,-0.9681430259120671,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110172,2011,2012-07-03,Old Saybrook,1 WILLOW BROOK FARM RD,365400.0,385000.0,0.949090909,2012,7,12.861001210669144,0.5575175615109215,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51264,2005,2006-09-01,West Hartford,162 BALFOUR DR,100800.0,400000.0,0.252,2006,9,12.899222326086994,0.5991884048467885,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20746,2002,2003-07-08,East Hartford,43-45 MAIN ST,88380.0,195000.0,0.453230769,2003,7,12.180759965737863,-0.1841203011792044,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2100278,2021,2022-07-26,Seymour,6 CHESTNUT ST,149940.0,295000.0,0.5082,2022,7,12.59473402514672,0.26721786585616064,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
160503,2016,2017-05-01,East Hampton,73 CHESTNUT HILL RD,137640.0,185000.0,0.744,2017,5,12.128116509451258,-0.2415152043785285,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
91318,2009,2010-08-02,Bridgeport,68-70 LINDLEY ST,126750.0,115000.0,1.102173913,2010,8,11.652696102959753,-0.7598456890071836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
120053,2012,2013-05-01,Haddam,52 INDIAN HILL RD,176710.0,205000.0,0.862,2013,5,12.230770136157428,-0.12959635665349134,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200871,2020,2021-04-19,Greenwich,70 RIVERDALE AVENUE UN701,520310.0,810000.0,0.6423,2021,4,13.60479076121576,1.368439417056989,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10840,2001,2002-04-05,Stratford,48 KINGS COLLEGE PL,99500.0,173000.0,0.575144509,2002,4,12.06105265381003,-0.31463205069169803,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
150108,2015,2016-06-20,Redding,81 FIRE HILL ROAD,722900.0,850000.0,0.850470588,2016,6,13.652992804936394,1.4209920385697854,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170318,2017,2018-04-30,Branford,36 MANORWOOD DR,116000.0,164000.0,0.7073,2018,4,12.00762780434872,-0.37287887336566017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40042,2004,2005-05-24,Barkhamsted,90 BSULLAK RD,212980.0,395000.0,0.539189873,2005,5,12.886643575525623,0.585474332447974,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31107,2003,2004-05-07,Danbury,81-95 PARK AVE 1306,110700.0,198000.0,0.559090909,2004,5,12.19602736016897,-0.16747491565002123,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200126,2020,2020-10-21,Norwalk,11 ORCHARD HILL RD,673830.0,955000.0,0.7055,2020,10,13.769467666582738,1.5479795861379264,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20345,2002,2003-04-16,Trumbull,41 WOOLSLEY AVE,162120.0,339000.0,0.478230088,2003,4,12.733758336210743,0.4187901112731604,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14679,2014,2015-08-13,Hartford,12 MERRILL ST UNIT D1,6443.0,24900.0,0.25875502,2015,8,10.122663242288953,-2.427974913879727,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60038,2006,2006-11-01,Newtown,5 SHADY RST BLVD,153580.0,295500.0,0.519729272,2006,11,12.596427499917318,0.2690641887875403,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
150105,2015,2015-12-16,Groton,15 LATHAM ST (CITY),128730.0,189900.0,0.677883096,2015,12,12.154258162715948,-0.21301408069795957,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15174,2015,2016-08-18,Orange,487 PINE TREE DR,202700.0,315000.0,0.643492063,2016,8,12.660331092405904,0.3387355356877763,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15393,2015,2016-08-17,Ridgefield,15 RAMAPOO HILL RD,204670.0,375000.0,0.545786667,2016,8,12.834683971615659,0.5288250041734087,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200963,2020,2021-07-01,Meriden,220 CARRIAGE DR E,144130.0,330000.0,0.4367,2021,7,12.706850963741102,0.38945415677512457,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60232,2006,2007-09-10,East Haddam,23 FALLS BASHAN RD,118480.0,257900.0,0.459402869,2007,9,12.460331069333806,0.12068408591990609,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10068,2001,2001-11-28,Monroe,12 MAPLE TER,107520.0,233000.0,0.461459227,2001,11,12.358798024384122,0.009986960436855381,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160038,2016,2017-03-06,Goshen,184 WELLSFORD DRIVE,226120.0,365000.0,0.619506849,2017,3,12.807655372286902,0.4993568812287142,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170198,2017,2018-06-12,Ledyard,42 NORMAN DR,137620.0,230000.0,0.5983,2018,6,12.345838935721968,-0.0041417782855111525,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
90403,2009,2010-04-30,Fairfield,44 RIDGE COMMON,1152190.0,900000.0,1.280211111,2010,4,13.710151153416941,1.4833093351434334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80313,2008,2009-04-13,Milford,302 MERWIN AVENUE,235970.0,292000.0,0.808116438,2009,4,12.584512505902088,0.2560737816911379,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160075,2016,2016-10-28,Bristol,58 STEARNS ST,100170.0,193000.0,0.519015544,2016,10,12.170450649220749,-0.1953601069459379,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30071,2003,2003-12-01,Wilton,NEWTOWN TPKE,107590.0,1175000.0,0.091565957,2003,12,13.976779556623864,1.7740028509516956,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140156,2014,2014-12-08,Bristol,126 BURTON ST,96530.0,137000.0,0.70459854,2014,12,11.827743504053695,-0.568999013090191,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30022,2003,2003-11-10,Marlborough,S MAIN ST LT 2,42310.0,87000.0,0.486321839,2003,11,11.373674891823535,-1.064050551935158,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
120191,2012,2013-09-24,Oxford,304 SPRUCE HILL DRIVE,184000.0,265000.0,0.694339623,2013,9,12.487488878546145,0.15029308086054638,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210194,2021,2022-01-24,Newington,39 CORTLAND WAY,136180.0,240000.0,0.5674,2022,1,12.388398368982115,0.042258946980047875,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170001,2017,2017-10-02,Cornwall,TOWN ST,355390.0,850000.0,0.418105882,2017,10,13.652992804936394,1.4209920385697854,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
80662,2008,2009-09-02,Manchester,184C OAK GROVE STREET,162200.0,225900.0,0.718016822,2009,9,12.32785212918379,-0.0237520222349825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52680,2005,2006-08-31,Waterbury,380 HITCHCOCK RD,54390.0,151500.0,0.359009901,2006,8,11.928347504569842,-0.45931478491844946,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
171414,2017,2018-05-30,Bridgeport,81 CHALMERS AVE,129610.0,165000.0,0.7855,2018,5,12.013706813470412,-0.3662511903695482,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
100782,2010,2011-08-17,Norwalk,61 BARBARA DR,350350.0,511500.0,0.684946237,2011,8,13.14510481940612,0.8672635446253791,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200125,2020,2021-02-03,Cromwell,166 WOODLAND DRIVE,65380.0,107000.0,0.611,2021,2,11.580593459194764,-0.8384561099639075,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150235,2015,2016-06-17,Rocky Hill,1084 CROMWELL AVENUE #1,505890.0,1064921.0,0.475049323,2016,6,13.878412115006904,1.6667570470509525,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
170060,2017,2018-07-02,Sharon,486 CORNWALL BRIDGE RD,314500.0,362500.0,0.867586207,2018,7,12.80078251189375,0.49186369622923704,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1800136,2018,2019-03-29,Wolcott,20 WOLF HILL RD 3-E,109350.0,165000.0,0.662727273,2019,3,12.013706813470412,-0.3662511903695482,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30350,2003,2004-09-14,Ellington,9 CRANBERRY LN,142340.0,320000.0,0.4448125,2004,9,12.676079399771027,0.3559052399688453,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
130104,2013,2014-01-31,Berlin,38 MCGEE LN,361100.0,564000.0,0.640248227,2014,1,13.242811303528269,0.9737887349093609,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40251,2004,2004-12-22,New Milford,22 SUN POND LN,270830.0,499900.0,0.541768354,2004,12,13.12216535779974,0.8422536332097081,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20328,2002,2002-11-14,Stamford,641 NEWFIELD AVE,173530.0,440000.0,0.394386364,2002,11,12.994532278619134,0.703100759494109,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51188,2005,2006-08-01,Bristol,38-40 LINCOLN ST,80340.0,250000.0,0.32136,2006,8,12.429220196836383,0.08676523557476842,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
211333,2021,2022-09-19,New Haven,360 FOUNTAIN ST #22,145215.0,296723.0,0.4893,2022,9,12.600557692795174,0.27356716099226225,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150032,2015,2015-10-19,Glastonbury,214 HIGH WOOD DR,419200.0,640000.0,0.655,2015,10,13.369225017834633,1.1116121873852005,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
91129,2009,2010-07-23,Stamford,9 BAKER PLACE,540100.0,632500.0,0.853913043,2010,7,13.35743708061023,1.0987603048600314,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140168,2014,2014-10-03,Griswold,61 SOUTH MAIN STREET UNIT 509,29260.0,179000.0,0.163463687,2014,10,12.095146671399466,-0.277460805160853,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10653,2010,2011-03-11,Bridgeport,385 SELTSAM ROAD,130190.0,40000.0,3.25475,2011,3,10.596659732783579,-1.9111968638093177,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170025,2017,2017-10-11,Greenwich,180PECK AVE 4 AKA 180 SOUTH WA,351680.0,640000.0,0.5495,2017,10,13.369225017834633,1.1116121873852005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130262,2013,2014-05-15,Farmington,6 COBBLESTONE RD,299070.0,457000.0,0.654420131,2014,5,13.032440858057754,0.7444308582524058,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
211293,2021,2022-08-29,West Haven,330 SAVIN AVE #37,64680.0,168000.0,0.385,2022,8,12.031725210748633,-0.3466065043907215,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
175850,2017,2018-06-22,West Haven,89 EILEEN RD,113050.0,128100.0,0.8825,2018,6,11.760574294255605,-0.6422307225233236,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18053,2018,2019-05-30,East Haddam,28 NORWICH RD,84690.0,159000.0,0.5326,2019,5,11.976665770490767,-0.406635451323928,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140667,2014,2015-08-19,Manchester,80 ALTON STREET,113700.0,145000.0,0.784137931,2015,8,11.884495917930654,-0.5071242896096041,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10081,2001,2001-10-31,Glastonbury,S11 136 PARTRIDGE LNDG,238420.0,460000.0,0.518304348,2001,10,13.038983942375959,0.7515645025371548,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210066,2021,2021-11-22,New Canaan,478 OENOKE RIDGE,1580950.0,4800000.0,0.3293,2021,11,15.38412668421143,3.3083730814315766,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
140065,2014,2014-10-29,Manchester,62 WILFRED ROAD,86300.0,74830.0,1.15328077,2014,10,11.222987516609326,-1.2283385361186827,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20301,2002,2003-06-03,Windham,139 CARD ST,19600.0,51500.0,0.380582524,2003,6,10.849356503939038,-1.6356924090811082,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50486,2005,2006-08-31,New London,429 BANK ST,64050.0,176500.0,0.362889518,2006,8,12.081081821061817,-0.2927951084263422,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30652,2003,2004-04-16,Milford,65 KENT ST,98000.0,179000.0,0.547486034,2004,4,12.095146671399466,-0.277460805160853,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180063,2018,2018-11-07,Stonington,20 HANCOX ST,275100.0,350000.0,0.786,2018,11,12.765691290604371,0.4536052422613796,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110337,2011,2012-04-03,Danbury,18 DRIFTWAY POINT RD,237600.0,310000.0,0.766451613,2012,4,12.644330802262576,0.32129110538787814,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40059,2004,2004-10-29,South Windsor,75 CANDLEWOOD DR,42460.0,96000.0,0.442291667,2004,10,11.472113887062386,-0.9567267361884664,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1501103,2015,2016-05-23,Stamford,30 STANDISH ROAD # 9B-2,98350.0,160000.0,0.6146875,2016,5,11.982935344196433,-0.3998000039327339,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190772,2019,2020-08-24,Manchester,35 LAKE STREET,146800.0,205000.0,0.7161,2020,8,12.230770136157428,-0.12959635665349134,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50054,2005,2005-11-28,East Haddam,29 SHORT RD,93170.0,219000.0,0.42543379,2005,11,12.296831574998258,-0.0575724023972379,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160080,2016,2017-06-12,Thomaston,174 EDGEWOOD AVE,130970.0,187000.0,0.700374332,2017,6,12.138869243416007,-0.22979195958101947,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15321,2015,2016-08-29,Darien,21 ROCATON ROAD,850500.0,1850000.0,0.45972973,2016,8,14.430696737594902,2.2688892907877505,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21091,2002,2003-09-15,Manchester,412 PORTER ST,60300.0,73000.0,0.826027397,2003,9,11.19822841866684,-1.2553323190111851,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40113,2004,2004-11-12,Enfield,ELM ST,614390.0,340000.0,1.807029412,2004,11,12.73670383776449,0.4220014653231367,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10018,2001,2001-10-03,Norwich,12-14 ROSE GARDEN LN,69400.0,132900.0,0.522197141,2001,10,11.797359769127505,-0.6021250965188414,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41041,2004,2005-09-06,Hamden,179 PARK RD,77560.0,79966.0,0.969912213,2005,9,11.28936932855449,-1.1559652928033906,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11070,2001,2002-02-26,Bridgeport,514 6 COURTLAND AVE,140211.0,35000.0,4.006028571,2002,2,10.463131911491967,-2.056776522100082,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40981,2004,2005-08-04,West Haven,89 COLEMAN ST,26390.0,97000.0,0.272061856,2005,8,11.48247656671073,-0.9454287508878009,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
170059,2017,2018-05-16,Canterbury,361 NO CANTERBURY RD,125700.0,187500.0,0.6704,2018,5,12.141539457711714,-0.22688073942501058,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
210002,2021,2021-10-19,Willington,135 TOLLAND TURNPIKE,136660.0,180000.0,0.759222222,2021,10,12.100717685412471,-0.27138696745046886,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2100737,2021,2022-05-09,Stratford,55 MIDDLEBROOK ROAD,184520.0,455000.0,0.4055,2022,5,13.02805489573287,0.7396490315861988,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
170023,2017,2018-02-01,Chester,17 KINGS HWY,279010.0,390000.0,0.715410256,2018,2,12.873904582205105,0.5715855542395795,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
130070,2013,2014-02-07,Wolcott,MAP 103 LOT 5B CHESTNUT HILL R,106880.0,148000.0,0.722162162,2014,2,11.904974309480181,-0.4847975773537815,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
70133,2007,2007-11-30,Fairfield,3671-3695 POST RD & 970 KINGS,3706780.0,4000000.0,0.926695,2007,11,15.201805169084134,3.1095957508757177,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11449,2001,2002-07-12,Norwalk,7 TALMADGE PL,84420.0,280000.0,0.3015,2002,7,12.54254845357358,0.21032217472723622,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50052,2005,2005-12-06,Mansfield,31 ADELINE PL,63210.0,380000.0,0.166342105,2005,12,12.847929163278053,0.543265668729718,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52339,2005,2006-08-24,Stamford,25 FOREST ST UT 7L,212590.0,456000.0,0.46620614,2006,8,13.030250281476574,0.7420425665311513,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
130225,2013,2014-01-30,Meriden,15 NO PEARL ST,103040.0,24510.0,4.203998368,2014,1,10.106877275363477,-2.445185676764723,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10315,2001,2002-05-06,Cheshire,HIGHLAND AVE,59290.0,250000.0,0.23716,2002,5,12.429220196836383,0.08676523557476842,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50776,2005,2006-02-07,Waterbury,153 MANSFIELD AVE,60620.0,155000.0,0.391096774,2006,2,11.951186847493474,-0.43441402860979544,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140454,2014,2015-07-28,Enfield,33 PARKER ST,119540.0,96100.0,1.243912591,2015,7,11.473155000731506,-0.9555916545947869,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40792,2004,2005-05-17,West Hartford,92 SPRING LN,152790.0,382000.0,0.399973822,2005,5,12.853178505386332,0.5489888013546831,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200357,2020,2021-01-25,Middletown,10 GRIFFIN PL,76560.0,238000.0,0.3216,2021,1,12.380030154325457,0.033135441343275195,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14071,2014,2014-10-28,Hartford,111-113 HUNGERFORD ST,62224.0,52500.0,1.185219048,2014,10,10.868587496017359,-1.6147256829840793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
130517,2013,2014-07-18,Manchester,26 BEACON STREET,116600.0,165000.0,0.706666667,2014,7,12.013706813470412,-0.3662511903695482,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40175,2004,2005-04-12,Wolcott,281 TODD RD,77070.0,172000.0,0.448081395,2005,4,12.055255569732177,-0.3209523629005946,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210273,2021,2022-04-05,New London,391 BANK ST,374080.0,400000.0,0.9352,2022,4,12.899222326086994,0.5991884048467885,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50567,2005,2006-03-01,New Britain,117 SEXTON ST,51100.0,112000.0,0.45625,2006,3,11.626263078808801,-0.7886644818719549,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14161,2014,2015-06-05,Montville,49 LATHROP RD,112280.0,51000.0,2.201568627,2015,6,10.839600519357369,-1.646328940763803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50217,2005,2005-12-15,East Lyme,235 E RIVER DR UT 702,109130.0,240000.0,0.454708333,2005,12,12.388398368982115,0.042258946980047875,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
120570,2012,2013-05-13,Greenwich,21 HAROLD STREET,444290.0,565000.0,0.786353982,2013,5,13.244582780038515,0.9757200997930021,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110511,2011,2012-03-07,Waterbury,32 CROSSWINDS LANE,134560.0,150000.0,0.897066667,2012,3,11.918397239722838,-0.47016313204429705,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110091,2011,2011-11-23,Norwalk,19 STONY LN,454930.0,590000.0,0.771067797,2011,11,13.287879510795719,1.022924668906547,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60605,2006,2007-07-11,Glastonbury,HANOVER FLDS,630000.0,526520.0,1.196535744,2007,7,13.174046495800626,0.8988174134679825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17079,2017,2018-07-17,Marlborough,PAPERMILL RD,69090.0,65000.0,1.0629,2018,7,11.082157933374816,-1.3818789923786292,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50570,2005,2006-04-26,Torrington,356 LEDGE DR,112000.0,205000.0,0.546341463,2006,4,12.230770136157428,-0.12959635665349134,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140530,2014,2015-09-25,Trumbull,141 COTTAGE ST,222700.0,329000.0,0.676899696,2015,9,12.703816069256566,0.3861453414456035,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30036,2003,2004-03-05,Roxbury,JUDGE RD,4590.0,25000.0,0.1836,2004,3,10.12667110305036,-2.4236053151363435,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50290,2005,2006-02-28,Groton,1 WINDHAM RD,235900.0,795000.0,0.29672956,2006,2,13.586098651497313,1.3480602112913065,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140129,2014,2015-06-01,Ledyard,5 PHEASANT RUN DR,154000.0,228000.0,0.675438596,2015,6,12.337105293891872,-0.013663693501087145,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20343,2002,2003-06-20,Westport,727 POST RD E,541900.0,1175000.0,0.461191489,2003,6,13.976779556623864,1.7740028509516956,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60280,2006,2007-04-17,Branford,81B OAKWOODS,51000.0,92000.0,0.554347826,2007,4,11.42955472553732,-1.0031271651929181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21839,2002,2003-08-22,New Haven,48 PROVIDENCE ST,97160.0,151000.0,0.643443709,2003,8,11.92504173829169,-0.4629189201503997,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60070,2006,2007-07-05,Canterbury,BUNTZ RD LT 3,56400.0,124000.0,0.45483871,2007,7,11.728044909070784,-0.677696116430057,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
100487,2010,2011-06-30,Stratford,60 GRAHAM ST,118580.0,110000.0,1.078,2011,6,11.608244735642321,-0.8083091088550706,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14148,2014,2014-12-02,Hartford,583 NEW BRITAIN AV,36662.0,51065.0,0.717947714,2014,12,10.840874192705016,-1.6449403093240704,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170048,2017,2017-10-26,Trumbull,33 VALLEY VIEW RD,236880.0,397000.0,0.596675063,2017,10,12.891694078557842,0.5909806793539212,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
120129,2012,2013-05-17,Ellington,1 ABBOTT RD #149,86950.0,122000.0,0.712704918,2013,5,11.711784520403112,-0.6954241209988196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20371,2002,2003-02-03,West Haven,129 CENTER ST,73710.0,134900.0,0.546404744,2003,2,11.812296455066814,-0.5858402682784983,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140563,2014,2015-06-01,Fairfield,80 FOUR SEASONS ROAD,518910.0,715000.0,0.725748252,2015,6,13.480039220276565,1.2324281609344774,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200277,2020,2020-12-10,West Hartford,79 BALFOUR DRIVE,645570.0,1075000.0,0.6005,2020,12,13.887832149776026,1.6770273070575235,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60073,2006,2006-11-29,Guilford,439 BOSTON POST RD,454860.0,750000.0,0.60648,2006,11,13.527829818844937,1.2845322014392695,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
180184,2018,2018-12-04,Fairfield,323 SAMP MORTAR DRIVE,254730.0,269900.0,0.9437,2018,12,12.505810504075185,0.17026836359974434,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
90306,2009,2010-02-23,New Britain,128 PLEASANT ST,139300.0,228000.0,0.610964912,2010,2,12.337105293891872,-0.013663693501087145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
202442,2020,2021-09-02,Waterbury,237 WILLOW ST,26060.0,175000.0,0.1489,2021,9,12.072546967175038,-0.3021002936707371,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
90045,2009,2010-06-21,Goshen,16 BEXLEY COURT,252810.0,282000.0,0.896489362,2010,6,12.549665896013254,0.21808201704510774,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40095,2004,2004-11-22,Windham,15 HILL TOP DR,84980.0,175000.0,0.4856,2004,11,12.072546967175038,-0.3021002936707371,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10498,2001,2002-05-08,East Haven,15 & 19 RICHMOND ST,88950.0,124900.0,0.712169736,2002,5,11.735276702486741,-0.6698116021457617,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
150094,2015,2016-01-15,Stonington,902-4 STONINGTON RD,368600.0,600000.0,0.614333333,2016,1,13.30468660086356,1.0412487185710355,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80045,2008,2009-04-28,Woodbridge,6 ORCHARD ROAD,246890.0,410000.0,0.602170732,2009,4,12.923914877701906,0.6261096351316396,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10002,2001,2001-10-03,Bethany,6 FALLS RD,140600.0,250000.0,0.5624,2001,10,12.429220196836383,0.08676523557476842,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
130190,2013,2013-12-27,Meriden,49 TERRACE GARDEN,96040.0,113402.0,0.846898644,2013,12,11.638703124952315,-0.77510163295271,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
